====================================================================================================
COMPREHENSIVE CLASSIFICATION REPORT
Frequency Domain CNN - Fruits-360 Dataset (6-channel: Magnitude + 1 Phase Component)
====================================================================================================

OVERALL METRICS:
----------------------------------------------------------------------------------------------------
Overall Accuracy:           0.819520 (81.9520%)
Cohen's Kappa Score:        0.818634
Total Test Samples:         39212
Number of Classes:          225
Correctly Classified:       32135
Misclassified:              7077

====================================================================================================
PER-CLASS METRICS:
====================================================================================================

Class Name                     Precision    Recall       F1-Score     Sensitivity   Specificity   Error Rate   Support   
18483      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18484      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18485      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18486      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18487      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18488      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18489      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18490      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18491      Hazelnut 1                     Hazelnut 1                     CORRECT ✓      
18492      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18493      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18494      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18495      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18496      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18497      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18498      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18499      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18500      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18501      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18502      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18503      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18504      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18505      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18506      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18507      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18508      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18509      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18510      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18511      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18512      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18513      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18514      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18515      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18516      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18517      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18518      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18519      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18520      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18521      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18522      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18523      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18524      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18525      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18526      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
18527      Huckleberry 1                  Huckleberry 1                  CORRECT ✓      
